x,y,z,Ux,Uy,Uz,k
8.49997,3.02988,0.05,0.00478332,1.05136e-06,0.0,1.81562667e-06
8.40906,3.02987,0.05,0.00475989,1.2871e-06,0.0,1.82504551e-06
8.31814,3.02986,0.05,0.00472966,1.8629e-06,0.0,1.835273805e-06
8.22723,3.02985,0.05,0.00469307,1.53608e-06,0.0,1.84568371e-06
8.13632,3.02984,0.05,0.00465087,2.40436e-06,0.0,1.856511605e-06
8.0454,3.02983,0.05,0.00460382,2.13596e-06,0.0,1.86632296e-06
7.95449,3.02982,0.05,0.00455252,2.47979e-06,0.0,1.87486215e-06
7.86358,3.02981,0.05,0.0044978,2.71999e-06,0.0,1.88415342e-06
7.77267,3.0298,0.05,0.00444066,2.37778e-06,0.0,1.89407311e-06
7.68176,3.02979,0.05,0.00438177,3.20039e-06,0.0,1.904739815e-06
7.59085,3.02978,0.05,0.00432181,2.4538e-06,0.0,1.917304825e-06
7.49994,3.02977,0.05,0.0042611,2.94995e-06,0.0,1.929978035e-06
7.40903,3.02977,0.05,0.00419333,2.80636e-06,0.0,1.939088765e-06
7.31813,3.02976,0.05,0.00413274,2.60437e-06,0.0,1.951009525e-06
7.22722,3.02975,0.05,0.00407284,3.07503e-06,0.0,1.961704035e-06
7.13631,3.02974,0.05,0.00401409,2.23143e-06,0.0,1.9729202e-06
7.04541,3.02973,0.05,0.00395705,2.86336e-06,0.0,1.9872622e-06
6.9545,3.02973,0.05,0.00389578,2.37353e-06,0.0,2.00122635e-06
6.86359,3.02972,0.05,0.00384288,2.36757e-06,0.0,2.02001635e-06
6.77269,3.02971,0.05,0.00379207,2.48285e-06,0.0,2.03896575e-06
6.68178,3.0297,0.05,0.00374365,1.90868e-06,0.0,2.05874185e-06
6.59088,3.0297,0.05,0.00369184,2.44142e-06,0.0,2.07590855e-06
6.49997,3.02969,0.05,0.00364841,1.80293e-06,0.0,2.09831115e-06
6.40906,3.02969,0.05,0.00360109,2.00743e-06,0.0,2.11777865e-06
6.31816,3.02968,0.05,0.00356134,1.8881e-06,0.0,2.1368376e-06
6.22725,3.02968,0.05,0.00351813,1.61564e-06,0.0,2.1517267e-06
6.13634,3.02967,0.05,0.00348257,1.88006e-06,0.0,2.1712432e-06
6.04543,3.02967,0.05,0.00344371,1.36397e-06,0.0,2.18919335e-06
5.95453,3.02967,0.05,0.00340693,1.59849e-06,0.0,2.20793475e-06
5.86362,3.02966,0.05,0.00337702,1.38585e-06,0.0,2.2295851e-06
5.77271,3.02966,0.05,0.00334365,1.3232e-06,0.0,2.2468709000000004e-06
5.6818,3.02966,0.05,0.00331165,1.38399e-06,0.0,2.26312265e-06
5.5909,3.02966,0.05,0.00328037,1.19283e-06,0.0,2.2764453e-06
5.49999,3.02965,0.05,0.00325618,1.25411e-06,0.0,2.2906858e-06
5.40908,3.02965,0.05,0.00322872,1.10276e-06,0.0,2.30037355e-06
5.31817,3.02965,0.05,0.00320299,1.04296e-06,0.0,2.31072595e-06
5.22727,3.02965,0.05,0.00317897,9.7542e-07,0.0,2.3260188e-06
5.13636,3.02965,0.05,0.00315607,9.72095e-07,0.0,2.34006135e-06
5.04545,3.02965,0.05,0.0031337,8.84578e-07,0.0,2.34761205e-06
4.95454,3.02965,0.05,0.00311268,9.07153e-07,0.0,2.3513498e-06
4.86363,3.02965,0.05,0.0030937,7.37082e-07,0.0,2.3493734e-06
4.77272,3.02965,0.05,0.00307673,6.75281e-07,0.0,2.34868445e-06
4.68182,3.02965,0.05,0.00306156,6.90111e-07,0.0,2.3477276e-06
4.59091,3.02965,0.05,0.00304713,4.69055e-07,0.0,2.34163695e-06
4.5,3.02965,0.05,0.00303495,6.83711e-07,0.0,2.33172515e-06
4.40909,3.02965,0.05,0.00302481,2.75026e-07,0.0,2.3219433e-06
4.31818,3.02965,0.05,0.00301689,4.0075e-07,0.0,2.3125006e-06
4.22728,3.02965,0.05,0.00301147,2.13043e-07,0.0,2.2979672000000003e-06
4.13637,3.02965,0.05,0.00300845,3.78403e-08,0.0,2.2793064000000003e-06
4.04546,3.02965,0.05,0.00300816,1.62768e-07,0.0,2.26133885e-06
3.95455,3.02965,0.05,0.00301157,-4.54769e-07,0.0,2.2468047e-06
3.86364,3.02965,0.05,0.00301831,-1.17546e-07,0.0,2.2302489e-06
3.77273,3.02965,0.05,0.00302852,-5.26695e-07,0.0,2.21213865e-06
3.68183,3.02965,0.05,0.00304232,-6.19873e-07,0.0,2.1958986e-06
3.59092,3.02965,0.05,0.00305943,-5.61761e-07,0.0,2.17992075e-06
3.50001,3.02966,0.05,0.00307486,-1.12863e-06,0.0,2.15804425e-06
3.4091,3.02966,0.05,0.00309843,-6.60752e-07,0.0,2.1343766e-06
3.3182,3.02966,0.05,0.00312544,-1.34633e-06,0.0,2.11152635e-06
3.22729,3.02966,0.05,0.0031558,-1.19664e-06,0.0,2.09053275e-06
3.13638,3.02966,0.05,0.00318939,-1.3663e-06,0.0,2.0689317e-06
3.04547,3.02967,0.05,0.00322132,-1.75219e-06,0.0,2.04821005e-06
2.95457,3.02967,0.05,0.00326105,-1.29742e-06,0.0,2.03042765e-06
2.86366,3.02967,0.05,0.00330302,-2.06642e-06,0.0,2.010619365e-06
2.77275,3.02968,0.05,0.00334176,-1.62205e-06,0.0,1.983869905e-06
2.68184,3.02968,0.05,0.00338869,-2.02285e-06,0.0,1.96258246e-06
2.59094,3.02969,0.05,0.00343314,-2.15616e-06,0.0,1.94163077e-06
2.50003,3.02969,0.05,0.00348519,-1.92615e-06,0.0,1.92399024e-06
2.40912,3.0297,0.05,0.00353364,-2.59977e-06,0.0,1.903598415e-06
2.31822,3.0297,0.05,0.00358956,-2.0078e-06,0.0,1.885177975e-06
2.22731,3.02971,0.05,0.00364129,-2.54291e-06,0.0,1.8662068e-06
2.1364,3.02972,0.05,0.0036945,-2.42221e-06,0.0,1.84715795e-06
2.0455,3.02972,0.05,0.00375501,-2.39515e-06,0.0,1.83318732e-06
1.95459,3.02973,0.05,0.00381004,-2.73059e-06,0.0,1.815919175e-06
1.86369,3.02974,0.05,0.00386538,-2.19049e-06,0.0,1.7984854449999998e-06
1.77278,3.02975,0.05,0.00392121,-2.79118e-06,0.0,1.78218339e-06
1.68187,3.02975,0.05,0.00398385,-2.45703e-06,0.0,1.771010375e-06
1.59097,3.02976,0.05,0.00404042,-2.59534e-06,0.0,1.760247795e-06
1.50006,3.02977,0.05,0.00409702,-2.69372e-06,0.0,1.750614605e-06
1.40915,3.02978,0.05,0.00415362,-2.43171e-06,0.0,1.7436750299999998e-06
1.31824,3.02979,0.05,0.00421014,-2.859e-06,0.0,1.739434815e-06
1.22733,3.0298,0.05,0.00426644,-2.46096e-06,0.0,1.737406525e-06
1.13642,3.02981,0.05,0.00432184,-2.62931e-06,0.0,1.7366363500000002e-06
1.04551,3.02982,0.05,0.00437596,-2.52649e-06,0.0,1.736070335e-06
0.954596,3.02983,0.05,0.0044287,-2.41972e-06,0.0,1.73566001e-06
0.863684,3.02984,0.05,0.00447971,-2.48187e-06,0.0,1.7374099350000002e-06
0.772772,3.02985,0.05,0.00452859,-2.22219e-06,0.0,1.741368585e-06
0.681859,3.02986,0.05,0.00457483,-2.23088e-06,0.0,1.74458375e-06
0.590945,3.02987,0.05,0.00461781,-2.04084e-06,0.0,1.74728848e-06
0.500031,3.02988,0.05,0.00465691,-1.89099e-06,0.0,1.74929709e-06
0.409117,3.02989,0.05,0.00469183,-1.7001e-06,0.0,1.75189882e-06
0.318204,3.0299,0.05,0.00472211,-1.57149e-06,0.0,1.75570007e-06
0.22729,3.0299,0.05,0.0047548,-1.2077e-06,0.0,1.76246326e-06
0.136375,3.02991,0.05,0.00477347,-1.08086e-06,0.0,1.765683285e-06
0.0454545,3.02991,0.05,0.00479337,-7.25515e-07,0.0,1.77174875e-06
8.95455,3.02564,0.05,0.00803011,-6.99588e-07,0.0,3.24561525e-06
8.86362,3.02564,0.05,0.00803569,-2.58327e-07,0.0,3.25248685e-06
8.77271,3.02562,0.05,0.00804306,8.26286e-07,0.0,3.2712232000000004e-06
8.68179,3.0256,0.05,0.00803694,9.41683e-07,0.0,3.2873557e-06
8.59087,3.02557,0.05,0.00802503,1.98086e-06,0.0,3.3069423e-06
8.49995,3.02553,0.05,0.00800754,2.53572e-06,0.0,3.3320598e-06
8.40903,3.0255,0.05,0.00797104,3.12334e-06,0.0,3.35484825e-06
8.31811,3.02546,0.05,0.00793095,3.9869e-06,0.0,3.3842506e-06
8.22718,3.02542,0.05,0.00788047,3.90191e-06,0.0,3.4138789e-06
8.13626,3.02538,0.05,0.00782086,5.14616e-06,0.0,3.4441695e-06
8.04534,3.02534,0.05,0.00775334,5.16904e-06,0.0,3.4732316e-06
7.95442,3.0253,0.05,0.00767704,5.85956e-06,0.0,3.50072935e-06
7.8635,3.02527,0.05,0.00759321,6.32789e-06,0.0,3.5248067e-06
7.77258,3.02523,0.05,0.00750942,5.5987e-06,0.0,3.55521555e-06
7.68167,3.02519,0.05,0.00742073,6.93208e-06,0.0,3.58731975e-06
7.59075,3.02516,0.05,0.00732666,6.20454e-06,0.0,3.6172821e-06
7.49984,3.02512,0.05,0.00723499,6.99983e-06,0.0,3.6524575e-06
7.40893,3.02509,0.05,0.00713952,6.47032e-06,0.0,3.6821254e-06
7.31803,3.02505,0.05,0.00705218,6.18207e-06,0.0,3.716683e-06
7.22713,3.02502,0.05,0.00695666,6.87919e-06,0.0,3.74644845e-06
7.13623,3.02499,0.05,0.00686519,5.95996e-06,0.0,3.7767282e-06
7.04533,3.02496,0.05,0.00677654,6.47836e-06,0.0,3.8121194e-06
6.95442,3.02493,0.05,0.00669121,6.07649e-06,0.0,3.85244635e-06
6.86352,3.0249,0.05,0.00660743,5.98184e-06,0.0,3.8960438e-06
6.77262,3.02488,0.05,0.00652578,6.10769e-06,0.0,3.933465e-06
6.68172,3.02485,0.05,0.00645054,4.96753e-06,0.0,3.9783677e-06
6.59082,3.02483,0.05,0.00637424,5.52651e-06,0.0,4.01978435e-06
6.49992,3.02481,0.05,0.00630164,4.48809e-06,0.0,4.06517925e-06
6.40901,3.02479,0.05,0.006234,5.02758e-06,0.0,4.110971200000001e-06
6.31811,3.02477,0.05,0.00616954,4.49043e-06,0.0,4.151955549999999e-06
6.22721,3.02475,0.05,0.00610997,4.03045e-06,0.0,4.19080845e-06
6.1363,3.02474,0.05,0.0060466,4.3233e-06,0.0,4.228987000000001e-06
6.0454,3.02472,0.05,0.00599246,3.62039e-06,0.0,4.2743993500000005e-06
5.9545,3.02471,0.05,0.0059367,3.96341e-06,0.0,4.31586475e-06
5.86359,3.0247,0.05,0.00588524,3.58016e-06,0.0,4.353941e-06
5.77269,3.02469,0.05,0.00583579,3.2551e-06,0.0,4.3922774000000005e-06
5.68178,3.02468,0.05,0.00578867,3.44873e-06,0.0,4.4286715e-06
5.59088,3.02467,0.05,0.00574234,3.08112e-06,0.0,4.460904e-06
5.49997,3.02466,0.05,0.00569956,3.01579e-06,0.0,4.48796485e-06
5.40906,3.02465,0.05,0.00566029,2.7803e-06,0.0,4.5140131e-06
5.31816,3.02465,0.05,0.00561937,2.56809e-06,0.0,4.5362759e-06
5.22725,3.02464,0.05,0.00558515,2.41794e-06,0.0,4.571341750000001e-06
5.13635,3.02464,0.05,0.00554937,2.39078e-06,0.0,4.5962127e-06
5.04544,3.02463,0.05,0.00551839,2.22898e-06,0.0,4.61888e-06
4.95453,3.02463,0.05,0.00548549,2.15072e-06,0.0,4.6302300000000006e-06
4.86363,3.02462,0.05,0.00546081,1.74534e-06,0.0,4.6393245e-06
4.77272,3.02462,0.05,0.00543523,1.56806e-06,0.0,4.64167395e-06
4.68181,3.02462,0.05,0.00541248,1.50352e-06,0.0,4.64458185e-06
4.59091,3.02462,0.05,0.00539164,1.24872e-06,0.0,4.63954375e-06
4.5,3.02462,0.05,0.00537442,1.29438e-06,0.0,4.62921835e-06
4.40909,3.02462,0.05,0.00536068,8.00185e-07,0.0,4.6177072000000006e-06
4.31819,3.02462,0.05,0.00535097,8.69938e-07,0.0,4.6052713e-06
4.22728,3.02462,0.05,0.00534523,2.34444e-07,0.0,4.586817699999999e-06
4.13637,3.02462,0.05,0.00534355,1.37481e-07,0.0,4.5613234e-06
4.04547,3.02463,0.05,0.00534187,-1.12843e-07,0.0,4.5285247e-06
3.95456,3.02463,0.05,0.0053507,-8.86105e-07,0.0,4.50656405e-06
3.86365,3.02464,0.05,0.00536064,-8.4166e-07,0.0,4.47570395e-06
3.77275,3.02464,0.05,0.0053822,-1.6362e-06,0.0,4.4485745e-06
3.68184,3.02465,0.05,0.00540276,-1.8978e-06,0.0,4.4183907e-06
3.59094,3.02465,0.05,0.00543598,-1.98619e-06,0.0,4.3945331e-06
3.50003,3.02466,0.05,0.00546853,-2.61384e-06,0.0,4.36051885e-06
3.40912,3.02467,0.05,0.005507,-2.33172e-06,0.0,4.319863e-06
3.31822,3.02468,0.05,0.00554998,-3.20172e-06,0.0,4.27991405e-06
3.22731,3.02469,0.05,0.00560058,-3.13628e-06,0.0,4.24066645e-06
3.13641,3.0247,0.05,0.00565457,-3.90075e-06,0.0,4.19990795e-06
3.0455,3.02471,0.05,0.00571197,-4.56329e-06,0.0,4.16542995e-06
2.9546,3.02472,0.05,0.00577701,-3.84932e-06,0.0,4.1296729e-06
2.8637,3.02474,0.05,0.0058414,-5.01323e-06,0.0,4.08509435e-06
2.77279,3.02475,0.05,0.00591154,-4.65997e-06,0.0,4.04215075e-06
2.68189,3.02477,0.05,0.00598192,-4.97233e-06,0.0,3.99605855e-06
2.59099,3.02479,0.05,0.00605889,-5.2613e-06,0.0,3.95349075e-06
2.50008,3.02481,0.05,0.00613692,-5.34519e-06,0.0,3.91146085e-06
2.40918,3.02483,0.05,0.0062178,-6.02318e-06,0.0,3.86919045e-06
2.31828,3.02485,0.05,0.00630277,-5.34117e-06,0.0,3.82412715e-06
2.22738,3.02488,0.05,0.00638176,-6.01888e-06,0.0,3.77804045e-06
2.13648,3.0249,0.05,0.00647216,-5.89309e-06,0.0,3.7369566e-06
2.04557,3.02493,0.05,0.00655443,-5.85436e-06,0.0,3.6962026e-06
1.95467,3.02496,0.05,0.00663953,-6.62879e-06,0.0,3.65455225e-06
1.86377,3.02498,0.05,0.0067328,-5.81186e-06,0.0,3.6172927e-06
1.77287,3.02502,0.05,0.00681283,-6.39149e-06,0.0,3.57136865e-06
1.68197,3.02505,0.05,0.00690099,-5.86145e-06,0.0,3.53367735e-06
1.59107,3.02508,0.05,0.00698713,-6.27794e-06,0.0,3.5019551e-06
1.50016,3.02512,0.05,0.00706523,-6.35823e-06,0.0,3.4675657e-06
1.40925,3.02515,0.05,0.00715258,-5.91617e-06,0.0,3.44156255e-06
1.31833,3.02519,0.05,0.00723158,-6.31729e-06,0.0,3.4147451e-06
1.22742,3.02522,0.05,0.00731738,-5.65507e-06,0.0,3.39632585e-06
1.1365,3.02526,0.05,0.00739364,-5.9642e-06,0.0,3.37519805e-06
1.04558,3.0253,0.05,0.00746752,-5.59231e-06,0.0,3.3546063000000004e-06
0.954662,3.02534,0.05,0.00753872,-5.42802e-06,0.0,3.33428695e-06
0.863742,3.02538,0.05,0.00760572,-5.41309e-06,0.0,3.3174688500000003e-06
0.772821,3.02542,0.05,0.00767113,-4.8592e-06,0.0,3.3025959e-06
0.681897,3.02546,0.05,0.00773121,-4.73248e-06,0.0,3.2873806e-06
0.590972,3.02549,0.05,0.00779162,-4.28826e-06,0.0,3.27722455e-06
0.500048,3.02553,0.05,0.00783872,-3.94192e-06,0.0,3.2613077e-06
0.409126,3.02556,0.05,0.00788586,-3.50352e-06,0.0,3.25101805e-06
0.318212,3.02559,0.05,0.00792547,-3.12922e-06,0.0,3.24236825e-06
0.227297,3.02562,0.05,0.00795607,-2.45074e-06,0.0,3.2348198e-06
0.136381,3.02563,0.05,0.00798933,-2.07821e-06,0.0,3.23608235e-06
0.0454545,3.02564,0.05,0.00801225,-1.40965e-06,0.0,3.23817995e-06
8.95455,3.02118,0.05,0.010913,-1.02352e-06,0.0,5.5064132e-06
8.86362,3.02117,0.05,0.0109117,4.09763e-07,0.0,5.5056014e-06
8.77271,3.02114,0.05,0.0109106,1.7433e-06,0.0,5.51888565e-06
8.68179,3.02109,0.05,0.010906,3.18753e-06,0.0,5.540791100000001e-06
8.59087,3.02103,0.05,0.010893,4.33628e-06,0.0,5.5659783e-06
8.49995,3.02096,0.05,0.0108711,6.21918e-06,0.0,5.59772345e-06
8.40901,3.02088,0.05,0.0108359,7.74013e-06,0.0,5.63786645e-06
8.31807,3.0208,0.05,0.0107931,8.45362e-06,0.0,5.681692899999999e-06
8.22713,3.02072,0.05,0.0107377,9.83574e-06,0.0,5.725878e-06
8.13619,3.02064,0.05,0.0106714,1.06951e-05,0.0,5.77123185e-06
8.04526,3.02055,0.05,0.0106015,1.21716e-05,0.0,5.82176955e-06
7.95433,3.02047,0.05,0.0105113,1.29742e-05,0.0,5.8673534e-06
7.8634,3.02039,0.05,0.0104229,1.34609e-05,0.0,5.9157612e-06
7.77247,3.02031,0.05,0.0103255,1.36216e-05,0.0,5.9675945e-06
7.68154,3.02023,0.05,0.0102249,1.40446e-05,0.0,6.0224795e-06
7.59062,3.02015,0.05,0.0101244,1.45933e-05,0.0,6.08025e-06
7.4997,3.02008,0.05,0.0100127,1.46699e-05,0.0,6.133581499999999e-06
7.40879,3.02001,0.05,0.00990349,1.41827e-05,0.0,6.1868995e-06
7.31789,3.01994,0.05,0.00979876,1.42805e-05,0.0,6.2430065e-06
7.227,3.01987,0.05,0.0096911,1.40325e-05,0.0,6.302783500000001e-06
7.1361,3.0198,0.05,0.00958968,1.41152e-05,0.0,6.363297e-06
7.04521,3.01974,0.05,0.0094864,1.3267e-05,0.0,6.4251745e-06
6.95432,3.01968,0.05,0.00938602,1.35118e-05,0.0,6.4948215e-06
6.86342,3.01962,0.05,0.00928708,1.29795e-05,0.0,6.567865e-06
6.77253,3.01956,0.05,0.00919748,1.24002e-05,0.0,6.640868e-06
6.68163,3.01951,0.05,0.00910529,1.18356e-05,0.0,6.709989e-06
6.59074,3.01946,0.05,0.00901925,1.11174e-05,0.0,6.782028499999999e-06
6.49984,3.01942,0.05,0.00893303,1.06822e-05,0.0,6.8543385e-06
6.40895,3.01937,0.05,0.00885714,1.04505e-05,0.0,6.935442499999999e-06
6.31805,3.01933,0.05,0.00878106,9.68783e-06,0.0,7.009042e-06
6.22715,3.0193,0.05,0.00870633,9.34549e-06,0.0,7.076998e-06
6.13625,3.01926,0.05,0.00863924,8.73697e-06,0.0,7.152845500000001e-06
6.04535,3.01923,0.05,0.00857336,8.42635e-06,0.0,7.2252365e-06
5.95445,3.0192,0.05,0.00851095,8.01948e-06,0.0,7.299139999999999e-06
5.86355,3.01917,0.05,0.00845321,7.70111e-06,0.0,7.370241e-06
5.77265,3.01915,0.05,0.00839383,7.18745e-06,0.0,7.435933e-06
5.68175,3.01913,0.05,0.00833771,7.03482e-06,0.0,7.498072e-06
5.59085,3.01911,0.05,0.0082843,6.84387e-06,0.0,7.553015e-06
5.49994,3.01909,0.05,0.00823508,6.27282e-06,0.0,7.600997499999999e-06
5.40904,3.01907,0.05,0.00819048,5.95976e-06,0.0,7.650522000000001e-06
